Download Link:,Object Number:,Artist:,Title:,Medium:
https://nationalgalleryimages.ie/asset/?external_id=NGI.1025&download=true,NGI.1025,"Artist: Jan Carel Vierpeyl, fl.1697-1723",Portrait of a Man and his Daughter,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.11499&download=true,NGI.11499,"?: Unknown Artist, England, 19th century",Elisha Witnessing the Assumption of Elijah,Line and stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.11418&download=true,NGI.11418,"Engraver: Pieter van der Banck, 1649-1697, After: Peter Lely, 1618-1680","Thomas Butler, Earl of Ossory (1634-1680), Son of the 1st Duke of Ormonde",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.20041&download=true,NGI.20041,"Engraver: Bernard Baron, 1696-1762, After: Peter Paul Rubens, 1577-1640",Achilles Dipped into the River Styx by Thetis to Make him Invincible,Line and etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.19194&download=true,NGI.19194,"Artist: Leopold Fischer, 1814-1864","Sir Eaton Stannard Travers RN, (1782-1858)",Pencil and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.19183&download=true,NGI.19183,"Artist: William Henry Barnard, 1769-1817",Island Bridge after the Flood,Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18160&download=true,NGI.18160,"Artist: Mainie Jellett, 1897-1944",Farmers Hay-making,Gouache on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.18159&download=true,NGI.18159,"Artist: Mainie Jellett, 1897-1944",The River Shannon Development continued (left) and Horses Grazing (right),Gouache on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.18158&download=true,NGI.18158,"Artist: Mainie Jellett, 1897-1944",Weaving and Spinning and the River Shannon Development,Gouache on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.18157&download=true,NGI.18157,"Artist: Mainie Jellett, 1897-1944",Bleaching Wool,Gouache on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.18090&download=true,NGI.18090,"Artist: Unknown Artist, Ireland, 19th century","Richmond Barracks, Inchicore",Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18077&download=true,NGI.18077,"Artist: Unknown Artist, Ireland, 19th century","The King's Hospital or Blue Coat School, Blackhall Pl.; The Royal Military Infirmary, Phoenix Park (on verso)",Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18073&download=true,NGI.18073,"Artist: Unknown Artist, Ireland, 19th century",The Lying-in Hospital and the Rotunda; Dublin Bay from Royal Canal (on verso),Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.12262&download=true,NGI.12262,"Artist/Designer: Harry Clarke, 1889-1931",The Mother of Sorrows,Stained glass
https://nationalgalleryimages.ie/asset/?external_id=NGI.12215&download=true,NGI.12215,"Maker: Emick Romer, 1724-c.1795",Corinthian Column Candlestick,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12214&download=true,NGI.12214,"Maker: Emick Romer, 1724-c.1795",Corinthian Column Candlestick,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.11837&download=true,NGI.11837,"Engraver: Unknown Artist, England, 18th century, Artist: Unknown Artist, Ireland, 18th century","Sheet of Illustrations: Clontarf Castle, County Dublin, a Ball and Chain, and Three Inscribed Stones",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11834&download=true,NGI.11834,"Engraver: Unknown Artist, German, 19th century, Artist: Unknown Artist, German, 19th century","'Die neue Versöhnungs-Halle zu Dublin' - supposedly the Royal College of Surgeons, Saint Stephen's Green, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11833&download=true,NGI.11833,"Engraver: Unknown Artist, Ireland, 18th century, After: Unknown Artist, Ireland, 18th century","The West Front of St Patrick's Cathedral, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11817&download=true,NGI.11817,"Engraver: Unknown Artist, Ireland, 18th century, After: Unknown Artist, Ireland, 18th century",Survey of Dublin Bay with Soundings and inset Plan of the City of Dublin in 1610 by Speed,Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11812&download=true,NGI.11812,"Engraver: Benjamin Baker, fl.1780-1824, After: William Wilson, 18th century",Modern Plan of the City and Environs of Dublin 1798 with Vignette of the Custom House,Line with watercolour
https://nationalgalleryimages.ie/asset/?external_id=NGI.11809&download=true,NGI.11809,"Engraver: Army Litho School, 20th century, After: John Thomas, 1813-1862","The Taking of Enniskillen Castle, County Fermanagh, 4th February 1592",Lithograph with watercolour
https://nationalgalleryimages.ie/asset/?external_id=NGI.11737&download=true,NGI.11737,"Engraver: James Edward Rogers, 1838-1896, After: Thomas Newenham Deane, 1828-1899, After: Benjamin Woodward, 1815-1861",Dublin Drinking Fountains for Beresford Place and Parkgate Street,Wood Engraving
https://nationalgalleryimages.ie/asset/?external_id=NGI.11726&download=true,NGI.11726,"Engraver: John Lodge, fl.1782-1796, After: Robert Pool, fl.1779-1809, After: John Cash, fl.1780","The Lying-In, Hospital, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11719&download=true,NGI.11719,"Artist: Jonathan Fisher, 1735-1809",Dublin and Islandbridge from the Magazine Hill in Phoenix Park,Sepia Aquatint
https://nationalgalleryimages.ie/asset/?external_id=NGI.11715&download=true,NGI.11715,"Artist: Unknown Artist, Ireland, 18th century",Dublin and Islandbridge from the Magazine Hill in Phoenix Park,Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11710&download=true,NGI.11710,"Engraver: John Lodge, fl.1782-1796, After: Robert Pool, fl.1779-1809, After: John Cash, fl.1780","The Provost's House, Trinity College, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11709&download=true,NGI.11709,"Engraver: John Lodge, fl.1782-1796, After: Robert Pool, fl.1779-1809, After: John Cash, fl.1780","East Side of Principal or Front Square, Trinity College, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11708&download=true,NGI.11708,"Engraver: John Lodge, fl.1782-1796, After: Robert Pool, fl.1779-1809, After: John Cash, fl.1780","Saint Thomas's Church, Marlborough Street, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11707&download=true,NGI.11707,"Engraver: John Lodge, fl.1782-1796, After: Robert Pool, fl.1779-1809, After: John Cash, fl.1780","The Marine School, Sir John Rogerson's Quay, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11703&download=true,NGI.11703,"Engraver: Henry Brocas the Younger, c.1798-1873, After: Samuel Frederick Brocas, c.1792-1847","The Custom House, Dublin, from the River Liffey",Etching and line with watercolour
https://nationalgalleryimages.ie/asset/?external_id=NGI.11702&download=true,NGI.11702,"Engraver: Augustin François Lemaitre, 1797-1870, After: James Malton, 1761-1803","The Custom House, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11700&download=true,NGI.11700,"Engraver: Thomas Higham, 1796-1844, After: George Petrie, 1790-1866","Upper Castle Yard, Dublin Castle",Steel Engraving
https://nationalgalleryimages.ie/asset/?external_id=NGI.11699&download=true,NGI.11699,"Engraver: Augustin François Lemaitre, 1797-1870, After: James Malton, 1761-1803","The Upper Yard, Dublin Castle",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11673&download=true,NGI.11673,"Artist: Unknown Artist, Ireland, 19th century","Callan Church, County Kilkenny",Aquatint
https://nationalgalleryimages.ie/asset/?external_id=NGI.11662&download=true,NGI.11662,"Artist: Michele Giovanni Marieschi, 1696-1743","Piazza San Marco, Venice",Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11659&download=true,NGI.11659,"Engraver: Giovanni Battista Leonetti, 19th century, Copyist: Agostino Tofanelli, 1770-1834, After: Guercino, 1591-1666",David with the Head of Goliath,Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11536&download=true,NGI.11536,"Engraver: Willcocks Huband, 1776-1834, After: Adriaen van Ostade, 1610-1685",Peasant with a Pipe,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11528&download=true,NGI.11528,"Artist: George Joseph Huband, b.1809",Two Connoisseurs Examining a Statue,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11526&download=true,NGI.11526,"Artist: George Joseph Huband, b.1809",In at the Barber's,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11525&download=true,NGI.11525,"Artist: George Joseph Huband, b.1809",Banditti Among Ruins,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11524&download=true,NGI.11524,"Artist: George Joseph Huband, b.1809",Banditti,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11523&download=true,NGI.11523,"Artist: George Joseph Huband, b.1809",Halloween Scarecrow,Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11770&download=true,NGI.11770,"Engraver: John Martyn, fl.1794-d.1828, After: Unknown Artist, Ireland, 19th century","West View of St George's, Hardwicke Place, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11765&download=true,NGI.11765,"Engraver: Augustin François Lemaitre, 1797-1870, After: James Malton, 1761-1803","Saint Patrick's Cathedral, Dublin, from the South-East",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11378&download=true,NGI.11378,"Engraver: Unknown Artist, Ireland, 19th century, After: Unknown Artist, Ireland, 19th century","Catherine Hayes (c.1820-1851), Opera Singer",Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.11760&download=true,NGI.11760,"Artist: Unknown Artist, Ireland, 19th century","The Choir of St Patrick's Cathedral, Dublin, before the 1863 Restoration",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11369&download=true,NGI.11369,"Artist: Unknown Artist, England, 19th century","Sir Thomas Picton, (1758-1815), English General killed at Waterloo",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10951&download=true,NGI.10951,"Publisher: Luigi Schiavonetti, 1765 - 1810, After: Henry Edridge, 1769-1821, Artist: Cadell & Davies","George Macartney, 1st Earl Macartney (1737-1806), Former Chief Secretary for Ireland and Ambassador to Russia and China",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.11362&download=true,NGI.11362,"Artist: Unknown Artist, England, 19th century","Arthur Wellesley, 1st Duke of Wellington, (1769-1852), later British Prime Minister",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10949&download=true,NGI.10949,"Engraver: Henry Landseer, fl. from 1825, After: John Hoppner, 1758-1810, Copyist: Francesco Bartolozzi, 1725-1815, Publisher: G. Willanson, Publisher: H. Landseer, Publisher: Colnaghi","Francis Rawdon, 2nd Earl of Moira (1754-1826), later 1st Marquess of Hastings as Acting Grand Master of the Freemasons",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.11361&download=true,NGI.11361,"Artist: Unknown Artist, England, 19th century","George III, King of England, (1738-1820), against Windsor Castle, Berkshire",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11356&download=true,NGI.11356,"Artist: Unknown Artist, England, 19th century","Prince William of Orange, (1792-1849), A.D.C. to the Duke of Wellington at Waterloo, later King William II of the Netherlands",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11353&download=true,NGI.11353,"Artist: Unknown Artist, England, 19th century",Napoleon I Emperor of France (1769-1821),Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10810&download=true,NGI.10810,"Engraver: Francesco Bartolozzi, 1725-1815, After: Richard Cosway, 1742-1821","Lord John Fitzgibbon, (1749-1802), Lord Chancellor of Ireland, later 1st Earl of Clare",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10802&download=true,NGI.10802,"Engraver: Charles Baugniet, 1814-1886, After: Charles Baugniet, 1814-1886","Admiral Sir William Henry Dillon, (1779-1857)",Lithograph
https://nationalgalleryimages.ie/asset/?external_id=NGI.10700&download=true,NGI.10700,"Engraver: James Watson, c.1740-1790, After: Nathaniel Hone the Elder, 1718-1784",David the Shepherd Boy,Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10692&download=true,NGI.10692,"Engraver: Francesco Bartolozzi, 1725-1815, After: Robert Home, 1752-1834","Theobald Wolfe (1710-1784), Barrister",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10537&download=true,NGI.10537,"Engraver: John Brooks, fl.1730-1756, After: Unknown Artist, England, 18th century","Henry Boyle, M.P., (1682-1764), Speaker of the Irish House of Commons, later 1st Earl of Shannon",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10536&download=true,NGI.10536,"Engraver: John Simon, 1675-1755, After: Philippe Mercier, 1689-1760","Anne, The Princess Royal, (1709-1759), eldest Daughter of George II, King of England",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10535&download=true,NGI.10535,"Engraver: John Simon, 1675-1755, After: Philippe Mercier, 1689-1760","Anne, The Princess Royal (1709-1759), eldest Daughter of George II, King of England",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10522&download=true,NGI.10522,"Engraver: Henry O'Neill, 1798-1880, After: Leon Gluckman, fl.1843-1867","Richard O'Gorman, Junior, (1820-1895), Young Irelander",Lithograph
https://nationalgalleryimages.ie/asset/?external_id=NGI.10279&download=true,NGI.10279,"Engraver: John Martyn, fl.1794-d.1828, After: Francis Bindon, c.1690-1765","Carolan, the Celebrated Irish Bard, (Turlough O'Carolan, 1670-1738)",Line and Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10467&download=true,NGI.10467,"Engraver: John Dixon, c.1740-1811, After: Joshua Reynolds, 1723-1792","William Robert Fitzgerald, 2nd Duke of Leinster, (1749-1804)",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10264&download=true,NGI.10264,"Artist: William Brocas, c.1794-1868","Edward Bunting, 1773-1843), Musician and Collator of Irish Musical Airs",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10464&download=true,NGI.10464,"Engraver: John Dean, c.1750-1798, After: Richard Livesay, 1753-1826","James Caulfeild, 1st Earl of Charlemont, (1728-1799), Art Patron, as Commander-in Chief of the Irish Volunteers",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10255&download=true,NGI.10255,"Engraver: John Brooks, fl.1730-1756, After: Unknown Artist, England, 18th century","Henry Boyle, M.P. (1682-1764), Speaker of the Irish House of Commons, later 1st Earl of Shannon",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10240&download=true,NGI.10240,"Engraver: John Faber the Younger, c.1695-1756, After: James Latham, 1696-1747","Sir Samuel Cooke, Bt., Lord Mayor of Dublin in 1741",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10410&download=true,NGI.10410,"Engraver: Richard Houston, 1721/22-1775, After: Joshua Reynolds, 1723-1792","Richard Robinson (1709-1794), Protestant Bishop of Kildare, later Archbishop of Armagh and 1st Baron Rokeby",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10358&download=true,NGI.10358,"Engraver: Charles Spooner, c.1720-1767, After: Francis Cotes, 1726-1770","Catherine Gunning, (1735-1773), later Mrs Robert Travis, sister of Maria and Elizabeth and daughter of James Gunning",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10352&download=true,NGI.10352,"Engraver: Francesco Bartolozzi, 1725-1815, After: Countess Lavinia Spencer, 1762-1831","Viscountess Henrietta Frances Duncannon (née Spencer), (1761-1821), sister-in-law of the Artist and wife of Viscount Duncannon, future 3rd Earl of Bessborough",Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.10350&download=true,NGI.10350,"Engraver: Richard Houston, 1721/22-1775, After: Johann Zoffany, 1733-1810","Mrs Catherine Wodhull (née Ingram), (1744-1808)",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10023&download=true,NGI.10023,"Engraver: John Brooks, fl.1730-1756, After: James Latham, 1696-1747","George Berkeley (1685-1753), Protestant Bishop of Cloyne and Philosopher",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10344&download=true,NGI.10344,"Engraver: James McArdell, c.1729-1765, After: Joshua Reynolds, 1723-1792","Emilia Mary, Countess of Kildare (née Lennox), (1731-1814), Wife of the 20th Earl of Kildare and future 1st Duke of Leinster",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10014&download=true,NGI.10014,"Uncertain attribution:: John Dixon, c.1740-1811, After: Unknown Artist, Ireland, 18th century","Thomas Parnell (1679-1718), Protestant Archdeacon of Clogher, Poet and Great-grandfather of Charles Stewart Parnell",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10332&download=true,NGI.10332,"Engraver: James Watson, c.1740-1790, After: Francis Cotes, 1726-1770","Lady Susan Sarah Louisa O'Brien, (née Fox-Strangeways), (1744-1821), daughter of 1st Earl of Ilchester, wife of William O'Brien",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10011&download=true,NGI.10011,"Engraver: Richard Purcell, c.1736-c.1766, After: Charles Jervas, c.1675-1739","William King (1650-1729), Protestant Archbishop of Dublin",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10005&download=true,NGI.10005,"Engraver: Unknown Artist, England, 18th century, After: Unknown Artist, Ireland, 18th century","The North-East Prospect of the Royal Hospital, Kilmainham, Dublin",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10320&download=true,NGI.10320,"Engraver: Francesco Bartolozzi, 1725-1815, After: John Downman, 1750-1824","Henrietta Frances Viscountess Duncannon (née Spencer),  (1761-1821), wife of Viscount Duncannon, later 3rd Earl of Bessborough",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10315&download=true,NGI.10315,"Engraver: Francesco Bartolozzi, 1725-1815, After: Joshua Reynolds, 1723-1792","Jane, Countess of Harrington (née Fleming), (1755-1824), with her Two Eldest Sons, Viscount Charles Petersham (1780-1851), Later 4th Earl of Harrington, and the Hon. Lincoln Edwin [...]",Coloured Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10019&download=true,NGI.10019,"Engraver: Pierre Fourdrinier, fl.1728- d.1758, After: Charles Jervas, c.1675-1739","William Connolly (c.1662-1729), Speaker of the Irish House of Commons",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10314&download=true,NGI.10314,"Engraver: Francesco Bartolozzi, 1725-1815, After: Joshua Reynolds, 1723-1792","Jane, Countess of Harrington (née Fleming), (1755-1824), with her Two Eldest Sons, Viscount Charles Petersham (1780-1851), later 4th Earl Harrington, and the Hon. Lincoln Edwin [...]",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10313&download=true,NGI.10313,"Engraver: Francesco Bartolozzi, 1725-1815, After: Joshua Reynolds, 1723-1792","Jane, Countess of Harrington (née Fleming), (1755-1824), with her Two Eldest Sons, Viscount Charles Petersham (1780-1851), Later 4th Earl of Harrington, and the Hon. Lincoln Edwin [...]",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10312&download=true,NGI.10312,"Engraver: Marino Bovi, 1757-1813, After: Giovanni Battista Cipriani, 1727-1785",The Recording Angel,Coloured stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10310&download=true,NGI.10310,"Engraver: Francesco Bartolozzi, 1725-1815, After: Horace Hone, 1756-1825","Mrs Sarah Siddons (née Kemble), (1755-1831), Actress",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10309&download=true,NGI.10309,"Engraver: Francesco Bartolozzi, 1725-1815, After: Horace Hone, 1756-1825","Elizabeth, Countess of Lanesborough (née La Touche), (1764-1788), wife of 3rd Earl",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10300&download=true,NGI.10300,"Engraver: Unknown Artist, Ireland, 19th century, After: Unknown Artist, Continental, 18th century","Dr Bartholomew Mosse, (1712-1759), Surgeon and founder of the Lying-in Hospital, Dublin",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.8062&download=true,NGI.8062,Artist: Italian (Florentine) 16th century,Lion Attacking a Horse,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.7423&download=true,NGI.7423,"Artist: Unknown Artist, Ireland, 19th century",Portrait of a Gentleman with a Beard,Charcoal and crayon on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7380&download=true,NGI.7380,"Artist: George Grattan, 1787-1819","The Guard Room, from Sir Walter Scotts 'Lady of the Lake'",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7375&download=true,NGI.7375,"Artist: Louis Chéron, 1660-1725",Mercury,Ink and wash with white highlights on blue paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7370&download=true,NGI.7370,"Artist: Louis Chéron, 1660-1725","Venus Points Out Psyche to Cupid (Ten Copies of Raphael Frescoes in the Villa Farnesina, Rome)",Ink and wash with white highlights on blue paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.10217&download=true,NGI.10217,"Engraver: Charles Howard Hodges, 1764-1837, After: Gilbert Stuart, 1755-1828","Henry Grattan, MP (1746-1820), Statesman",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10208&download=true,NGI.10208,"Engraver: John Brooks, fl.1730-1756, After: Justin Pope-Stevens, fl.1743, d.1771","James Annesley, (1715-1760), Claimant to the Annesley Peerage",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10204&download=true,NGI.10204,"Engraver: John Simon, 1675-1755, After: Louis Laguerre, 1663-1721","William Cadogan, 1st Earl Cadogan, (1672-1726), Ambassador and General",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10199&download=true,NGI.10199,"Engraver: Robert Williams, fl.1680-1704, After: Thomas Hill, c.1661-1734","Godert de Ginkel, 1st Earl of Athlone, (1630-1703), Williamite General",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10196&download=true,NGI.10196,"Engraver: William Daniell, 1769-1837, After: George Dance the Younger, 1741-1825","James Barry, (1741-1806), Artist",Soft-ground etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.10187&download=true,NGI.10187,"Engraver: John Brooks, fl.1730-1756, After: Unknown Artist, England, 18th century, After: Unknown Artist, Ireland, 18th century","Cornelius Callaghan, M.P., (d.1741), Lawyer",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10177&download=true,NGI.10177,"Engraver: William Whiston Barney, fl. 1805-1810, After: John Opie, 1761-1807","John Denis Browne, 1st Marquess of Sligo",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10172&download=true,NGI.10172,"Engraver: François Bernard Lépicié, 1698-1755, After: Jean-Siméon Chardin, 1699-1779",La Maîtresse d'École,Line engraving
https://nationalgalleryimages.ie/asset/?external_id=NGI.10169&download=true,NGI.10169,"Engraver: Pierre Fourdrinier, fl.1728- d.1758, After: Charles Jervas, c.1675-1739","Jonathan Swift, (1667-1745), Dean of St Patrick's Cathedral, Dublin and Satirist",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10168&download=true,NGI.10168,"Engraver: James McArdell, c.1729-1765, After: Thomas Hudson, 1701-1779","John Perceval, 2nd Earl of Edmont, (1711-1700)",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10166&download=true,NGI.10166,"Engraver: John Murphy, c.1748 - after 1820, After: Charles  Grignion II, 1754-1804","Captain George Farmer, (1732-1779) Who Perished in an Action with a French Frigate off Ushant",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10159&download=true,NGI.10159,"Engraver: John Brooks, fl.1730-1756, After: James Latham, 1696-1747","John Wainwright, (c.1689-1741), Baron of the Exchequer",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10157&download=true,NGI.10157,"Engraver: Michael Ford, fl.1742-1765, After: Barthélemy Du Pan, 1712-1763","William Stanhope, 1st Earl of Harrington, (c.1683-1756), Lord Lieutenant of Ireland",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10154&download=true,NGI.10154,"Engraver: William Giller, c.1805-after 1868, After: Thomas Lawrence, 1769-1830","Philip Yorke, 3rd Earl of Hardwicke, (1757-1834), Former Lord Lieutenant of Ireland",Line and Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.10141&download=true,NGI.10141,"Uncertain attribution:: Michael Hanbury, fl.1748 - 1756, After: Unknown Artist, Ireland, 18th century","Jack Haugh, (alias Mill-Cushin), Irish beggar from Mount Mellick",Etching
https://nationalgalleryimages.ie/asset/?external_id=NGI.10138&download=true,NGI.10138,"Engraver: Unknown Artist, Ireland, 18th century, After: Unknown Artist, Ireland, 18th century","Henry Flood, M.P., (1732-1791), Statesman and Orator",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10134&download=true,NGI.10134,"Engraver: Michael Jackson, fl.1736 - c.1753, After: James Gwim, 1700-1769","Spranger Barry, (1719-1777) Actor, as Macbeth in Act 2, Scene 3 of Shakespeare's Play",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10123&download=true,NGI.10123,"Engraver: James McArdell, c.1729-1765, After: Francis Hayman, 1708-1776","Henry Woodward, (1714-1777), Actor, as the Fine Gentleman in D. Garick's 'Lethe'",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10105&download=true,NGI.10105,"Engraver: Jan van der Vaart, 1647-1721, Uncertain attribution: Garret Morphy, c.1650-1716","Saint Oliver Plunkett (1629-1781), RC Archbishop of Armagh",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10093&download=true,NGI.10093,"Engraver: Jean Baptiste Tilliard, 1742-1813, Engraver: Mme Angelique Tilliard, 1743-1782, After: Lady Margaret Bingham, 1740-c.1815","Patrick Sarsfield, 1st Earl of Lucan (d.1693)",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10088&download=true,NGI.10088,"Engraver: James McArdell, c.1729-1765, After: Joshua Reynolds, 1723-1792","James Fitzgerald, 20th Earl of Kildare (1722-1773), later 1st Duke of Leinster",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10079&download=true,NGI.10079,"Engraver: Unknown Artist, Ireland, 18th century, After: Gilbert Stuart, 1755-1828","The Rt Hon. Henry Grattan's Answer to the Roman Catholic Address, Dublin, 1795, with Portraits of (l-r) Henry Flood, M.P., Sir John Parnell, M.P. (1744-1801), Henry Grattan, M.P. [...]",Stipple and print
https://nationalgalleryimages.ie/asset/?external_id=NGI.10070&download=true,NGI.10070,"Engraver: Edward Fisher, 1722-1785, After: Nathaniel Hone the Elder, 1718-1784",Self-Portrait,Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10068&download=true,NGI.10068,"Engraver: James Watson, c.1740-1790, After: Nathaniel Hone the Elder, 1718-1784","'David the Shepherd Boy' - Horace Hone (1756-1825), Son of the Artist",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10063&download=true,NGI.10063,"Engraver: Thomas Beard, fl.c.1720- c.1729, After: Michael Dahl, 1656/1659-1743","William King, P. Archbishop of Dublin (1650-1729)",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10055&download=true,NGI.10055,"Engraver: Thomas Medland, 1755 - 1823, After: Angelo Maria Bigari, fl. 1772-1792","Christchurch Cathedral, Dublin, and Chapter House from the South-East",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10048&download=true,NGI.10048,"Engraver: Thomas Frazer Ranson, 1784 - 1828, After: George Petrie, 1790-1866","Christchurch Cathedral, Dublin from the South-East",Steel Engraving
https://nationalgalleryimages.ie/asset/?external_id=NGI.10044&download=true,NGI.10044,"Engraver: John Brooks, fl.1730-1756, After: Francis Bindon, c.1690-1765","Brigadier General Richard Saint George of Woodsgift, County Kilkenny (d.1755)",Mezzotint
